1789923945.078954422	390	2000000	2000000
1789923955.164630629	389	2000000	980000
1789923965.289224575	389	2400000	2000000
1789923975.422872992	388	2400000	2000000
1789923985.543530694	389	2400000	2000000
1789923995.697232577	391	2000000	2000000
1789924005.817994221	392	2000000	2000000
1789924015.969520273	394	2000000	2000000
1789924026.127118299	394	2000000	2000000
1789924036.255327696	396	2000000	2000000
1789924046.404719317	397	2000000	2000000
1789924056.560986418	398	2000000	2000000
1789924066.683907313	398	2000000	2000000
1789924076.831896442	400	2000000	2000000
1789924086.962400283	400	2000000	2000000
1789924097.105314391	401	2000000	2000000
1789924107.239892460	402	2000000	2000000
1789924117.365715000	403	2000000	2000000
1789924127.490425766	404	2000000	2000000
1789924137.645943041	405	2000000	2000000
1789924147.774029700	405	2000000	2000000
1789924157.903796040	407	2000000	2000000
1789924168.043281047	407	2000000	2000000
1789924178.183907231	407	2000000	2000000
1789924188.308721777	408	2000000	2000000
1789924198.433738705	409	2000000	2000000
1789924208.599246627	409	2000000	2000000
1789924218.745254755	410	2000000	2000000
1789924228.872239649	411	2000000	2000000
1789924239.010436740	412	2000000	2000000
1789924249.149612591	412	2000000	2000000
1789924259.292235188	413	2000000	2000000
1789924269.443990698	413	2000000	2000000
1789924279.594525503	413	2000000	2000000
