1789925910.906553186	371	2400000	2000000
1789925916.007908737	370	2400000	900000
1789925921.152350707	370	2400000	2000000
1789925926.287396217	370	2400000	2000000
1789925931.391123024	370	2400000	2000000
1789925936.535387726	369	2400000	2000000
1789925941.690609848	370	2400000	2000000
1789925946.770998544	371	2400000	2000000
1789925951.857888017	372	2400000	2000000
1789925957.003615073	372	2400000	1903000
1789925962.141785680	374	2400000	2000000
1789925967.293690895	374	2400000	2000000
1789925972.434450470	375	2400000	2000000
1789925977.569995017	376	2400000	2000000
1789925982.653657406	376	2400000	900000
1789925987.743685939	378	2000000	900000
1789925992.882608328	379	2000000	2000000
1789925998.031927030	379	2000000	2000000
1789926003.165499248	379	2400000	2000000
1789926008.322383134	380	2400000	2000000
1789926013.434990863	381	2400000	2000000
1789926018.509559956	381	2400000	900000
1789926023.629222194	382	2000000	2000000
1789926028.770425504	383	2000000	2000000
1789926033.903897214	383	2000000	2000000
1789926039.030456060	383	2000000	2000000
1789926044.171299024	384	2000000	2000000
1789926049.272031738	385	2000000	2000000
1789926054.367066778	386	2000000	900000
1789926059.459382990	386	2000000	2000000
1789926064.615291476	387	2000000	2000000
1789926069.761006462	387	2000000	2000000
1789926074.907329843	387	2000000	2000000
1789926080.020780284	387	2000000	2000000
1789926085.159817290	388	2000000	2000000
1789926090.239876699	388	2000000	2000000
1789926095.367190600	389	2000000	2000000
1789926100.482537437	389	2000000	2000000
1789926105.593445529	389	2000000	2000000
1789926110.726208252	389	2000000	2000000
1789926115.861346526	389	2000000	2000000
1789926121.016788924	390	2000000	2000000
